Sno,date,id,teamA,teamB
5868,2018-06-07,1148057,Thailand,Bangladesh
5869,2018-06-07,1148058,Pakistan,Malaysia
5870,2018-06-07,1148059,Sri Lanka,India
5871,2018-06-06,1127825,Hampshire,Somerset
5872,2018-06-06,1127826,Essex,Kent
5873,2018-06-06,1127827,Glamorgan,Surrey
5874,2018-06-06,1127828,Middlesex,Gloucestershire
5875,2018-06-06,1135149,West Indies,Sri Lanka
5876,2018-06-06,1145890,Ireland,New Zealand
5877,2018-06-06,1148054,Pakistan,Sri Lanka
5878,2018-06-06,1148055,Malaysia,Thailand
5879,2018-06-06,1148056,India,Bangladesh
5880,2018-06-05,1127824,Yorkshire,Lancashire
5881,2018-06-05,1145983,Bangladesh,Afghanistan
5882,2018-06-04,1148051,Pakistan,Bangladesh
5883,2018-06-04,1148052,India,Thailand
5884,2018-06-04,1148053,Sri Lanka,Malaysia
5885,2018-06-03,1127816,Gloucestershire,Kent
5886,2018-06-03,1127817,Sussex,Essex
5887,2018-06-03,1127818,Leicestershire,Warwickshire
5888,2018-06-03,1127819,Nottinghamshire,Durham
5889,2018-06-03,1127820,Worcestershire,Northamptonshire
5890,2018-06-03,1127821,Glamorgan,Hampshire
5891,2018-06-03,1127822,Middlesex,Surrey
5892,2018-06-03,1127823,Lancashire,Derbyshire
5893,2018-06-03,1145982,Afghanistan,Bangladesh
5894,2018-06-03,1148048,India,Malaysia
5895,2018-06-03,1148050,Thailand,Pakistan
5896,2018-06-01,1119536,Pakistan,England
5897,2018-06-01,1127810,Kent,Surrey
5898,2018-06-01,1127811,Durham,Warwickshire
5899,2018-06-01,1127812,Derbyshire,Northamptonshire
5900,2018-06-01,1127813,Sussex,Glamorgan
5901,2018-06-01,1127814,Somerset,Gloucestershire
5902,2018-06-01,1127815,Nottinghamshire,Worcestershire
5903,2018-05-31,1127809,Leicestershire,Lancashire
5904,2018-05-31,1141232,West Indies,ICC World XI
5905,2018-05-30,1127805,Glamorgan,Essex
5906,2018-05-30,1127807,Middlesex,Hampshire
5907,2018-05-30,1127808,Derbyshire,Yorkshire
5908,2018-05-29,1127802,Somerset,Kent
5909,2018-05-29,1127804,Leicestershire,Worcestershire
5910,2018-05-27,1127794,Kent,Hampshire
5911,2018-05-27,1127795,Essex,Surrey
5912,2018-05-27,1127796,Lancashire,Worcestershire
5913,2018-05-27,1127797,Durham,Northamptonshire
5914,2018-05-27,1127799,Somerset,Middlesex
5915,2018-05-27,1127800,Leicestershire,Yorkshire
5916,2018-05-27,1127801,Warwickshire,Nottinghamshire
5917,2018-05-27,1136620,Chennai Super Kings,Sunrisers Hyderabad
5918,2018-05-25,1127786,Lancashire,Warwickshire
5919,2018-05-25,1127787,Glamorgan,Kent
5920,2018-05-25,1127788,Essex,Somerset
5921,2018-05-25,1127790,Durham,Worcestershire
5922,2018-05-25,1127791,Middlesex,Sussex
5923,2018-05-25,1127792,Derbyshire,Leicestershire
5924,2018-05-25,1136619,Kolkata Knight Riders,Sunrisers Hyderabad
5925,2018-05-24,1119535,England,Pakistan
5926,2018-05-23,1127779,Essex,Hampshire
5927,2018-05-23,1127780,Worcestershire,Yorkshire
5928,2018-05-23,1127781,Gloucestershire,Surrey
5929,2018-05-23,1127782,Lancashire,Northamptonshire
5930,2018-05-23,1127783,Middlesex,Glamorgan
5931,2018-05-23,1127784,Durham,Derbyshire
5932,2018-05-23,1127785,Nottinghamshire,Leicestershire
5933,2018-05-23,1136618,Kolkata Knight Riders,Rajasthan Royals
5934,2018-05-22,1127778,Sussex,Somerset
5935,2018-05-22,1136617,Sunrisers Hyderabad,Chennai Super Kings
5936,2018-05-22,1146789,Trailblazers,Supernovas
5937,2018-05-21,1127777,Surrey,Hampshire
5938,2018-05-20,1127771,Yorkshire,Warwickshire
5939,2018-05-20,1127772,Lancashire,Durham
5940,2018-05-20,1127773,Middlesex,Kent
5941,2018-05-20,1127774,Essex,Gloucestershire
5942,2018-05-20,1127775,Somerset,Glamorgan
5943,2018-05-20,1127776,Northamptonshire,Nottinghamshire
5944,2018-05-20,1136615,Delhi Daredevils,Mumbai Indians
5945,2018-05-20,1136616,Chennai Super Kings,Kings XI Punjab
5946,2018-05-20,1144442,South Africa,Bangladesh
5947,2018-05-19,1127769,Worcestershire,Derbyshire
5948,2018-05-19,1127770,Sussex,Hampshire
5949,2018-05-19,1136613,Rajasthan Royals,Royal Challengers Bangalore
5950,2018-05-19,1136614,Sunrisers Hyderabad,Kolkata Knight Riders
5951,2018-05-19,1144441,South Africa,Bangladesh
5952,2018-05-18,1127766,Yorkshire,Durham
5953,2018-05-18,1127767,Surrey,Somerset
5954,2018-05-18,1127768,Glamorgan,Gloucestershire
5955,2018-05-18,1136612,Delhi Daredevils,Chennai Super Kings
5956,2018-05-17,1127761,Derbyshire,Warwickshire
5957,2018-05-17,1127762,Nottinghamshire,Lancashire
5958,2018-05-17,1127763,Leicestershire,Northamptonshire
5959,2018-05-17,1127764,Middlesex,Essex
5960,2018-05-17,1127765,Kent,Sussex
5961,2018-05-17,1136611,Royal Challengers Bangalore,Sunrisers Hyderabad
5962,2018-05-16,1136610,Mumbai Indians,Kings XI Punjab
5963,2018-05-15,1136609,Kolkata Knight Riders,Rajasthan Royals
5964,2018-05-14,1136608,Kings XI Punjab,Royal Challengers Bangalore
5965,2018-05-14,1144439,Bangladesh,South Africa
5966,2018-05-13,1136606,Chennai Super Kings,Sunrisers Hyderabad
5967,2018-05-13,1136607,Mumbai Indians,Rajasthan Royals
5968,2018-05-12,1136604,Kings XI Punjab,Kolkata Knight Riders
5969,2018-05-12,1136605,Delhi Daredevils,Royal Challengers Bangalore
5970,2018-05-11,1127284,Ireland,Pakistan
5971,2018-05-11,1127631,Surrey,Yorkshire
5972,2018-05-11,1127632,Essex,Worcestershire
5973,2018-05-11,1127633,Hampshire,Somerset
5974,2018-05-11,1127634,Nottinghamshire,Lancashire
5975,2018-05-11,1127688,Kent,Sussex
5976,2018-05-11,1127689,Northamptonshire,Warwickshire
5977,2018-05-11,1127691,Derbyshire,Durham
5978,2018-05-11,1136603,Rajasthan Royals,Chennai Super Kings
5979,2018-05-11,1144438,South Africa,Bangladesh
5980,2018-05-10,1136602,Delhi Daredevils,Sunrisers Hyderabad
5981,2018-05-09,1136601,Kolkata Knight Riders,Mumbai Indians
5982,2018-05-09,1144437,Bangladesh,South Africa
5983,2018-05-08,1136600,Rajasthan Royals,Kings XI Punjab
5984,2018-05-07,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore
5985,2018-05-06,1136597,Mumbai Indians,Kolkata Knight Riders
5986,2018-05-06,1136598,Kings XI Punjab,Rajasthan Royals
5987,2018-05-06,1144436,Bangladesh,South Africa
5988,2018-05-06,1145318,Malaysia,Bermuda
5989,2018-05-06,1145319,Uganda,Jersey
5990,2018-05-05,1136595,Chennai Super Kings,Royal Challengers Bangalore
5991,2018-05-05,1136596,Sunrisers Hyderabad,Delhi Daredevils
5992,2018-05-05,1144333,Denmark,Vanuatu
5993,2018-05-05,1144334,Malaysia,Bermuda
5994,2018-05-04,1127627,Yorkshire,Essex
5995,2018-05-04,1127628,Somerset,Lancashire
5996,2018-05-04,1127629,Surrey,Worcestershire
5997,2018-05-04,1127630,Nottinghamshire,Hampshire
5998,2018-05-04,1127685,Leicestershire,Durham
5999,2018-05-04,1127686,Glamorgan,Kent
6000,2018-05-04,1127687,Middlesex,Sussex
6001,2018-05-04,1136594,Kings XI Punjab,Mumbai Indians
6002,2018-05-04,1144435,South Africa,Bangladesh
6003,2018-05-03,1127684,Derbyshire,Warwickshire
6004,2018-05-03,1136593,Kolkata Knight Riders,Chennai Super Kings
6005,2018-05-03,1144330,Uganda,Denmark
6006,2018-05-03,1144331,Malaysia,Jersey
6007,2018-05-03,1144332,Bermuda,Vanuatu
6008,2018-05-02,1136592,Delhi Daredevils,Rajasthan Royals
6009,2018-05-02,1144328,Uganda,Vanuatu
6010,2018-05-02,1144329,Malaysia,Denmark
6011,2018-05-01,1136591,Royal Challengers Bangalore,Mumbai Indians
6012,2018-04-30,1136590,Chennai Super Kings,Delhi Daredevils
6013,2018-04-30,1144324,Malaysia,Vanuatu
6014,2018-04-30,1144325,Jersey,Denmark
6015,2018-04-30,1144326,Uganda,Bermuda
6016,2018-04-29,1136588,Rajasthan Royals,Sunrisers Hyderabad
6017,2018-04-29,1136589,Royal Challengers Bangalore,Kolkata Knight Riders
6018,2018-04-29,1144321,Malaysia,Uganda
6019,2018-04-29,1144322,Bermuda,Denmark
6020,2018-04-29,1144323,Vanuatu,Jersey
6021,2018-04-28,1136587,Chennai Super Kings,Mumbai Indians
6022,2018-04-27,1127623,Hampshire,Essex
6023,2018-04-27,1127624,Lancashire,Surrey
6024,2018-04-27,1127625,Worcestershire,Nottinghamshire
6025,2018-04-27,1127626,Somerset,Yorkshire
6026,2018-04-27,1127680,Middlesex,Glamorgan
6027,2018-04-27,1127682,Sussex,Gloucestershire
6028,2018-04-27,1127683,Leicestershire,Derbyshire
6029,2018-04-27,1136586,Delhi Daredevils,Kolkata Knight Riders
6030,2018-04-27,1142223,Kuwait,Saudi Arabia
6031,2018-04-27,1142224,Qatar,United Arab Emirates
6032,2018-04-26,1136585,Sunrisers Hyderabad,Kings XI Punjab
6033,2018-04-26,1142220,United Arab Emirates,Kuwait
6034,2018-04-26,1142221,Bahrain,Qatar
6035,2018-04-26,1142222,Saudi Arabia,Maldives
6036,2018-04-25,1136584,Royal Challengers Bangalore,Chennai Super Kings
6037,2018-04-24,1136583,Mumbai Indians,Sunrisers Hyderabad
6038,2018-04-24,1142217,United Arab Emirates,Maldives
6039,2018-04-24,1142218,Saudi Arabia,Qatar
6040,2018-04-24,1142219,Kuwait,Bahrain
6041,2018-04-23,1136582,Delhi Daredevils,Kings XI Punjab
6042,2018-04-23,1142214,Qatar,Maldives
6043,2018-04-23,1142215,Kuwait,Saudi Arabia
6044,2018-04-23,1142216,United Arab Emirates,Bahrain
6045,2018-04-22,1136580,Sunrisers Hyderabad,Chennai Super Kings
6046,2018-04-22,1136581,Rajasthan Royals,Mumbai Indians
6047,2018-04-21,1136578,Kolkata Knight Riders,Kings XI Punjab
6048,2018-04-21,1136579,Royal Challengers Bangalore,Delhi Daredevils
6049,2018-04-21,1142211,Qatar,Kuwait
6050,2018-04-21,1142212,Maldives,Bahrain
6051,2018-04-21,1142213,Saudi Arabia,United Arab Emirates
6052,2018-04-21,1143125,Gambia,Sierra Leone
6053,2018-04-20,1127619,Essex,Lancashire
6054,2018-04-20,1127620,Yorkshire,Nottinghamshire
6055,2018-04-20,1127621,Surrey,Hampshire
6056,2018-04-20,1127622,Somerset,Worcestershire
6057,2018-04-20,1127675,Durham,Kent
6058,2018-04-20,1127676,Northamptonshire,Warwickshire
6059,2018-04-20,1127677,Derbyshire,Middlesex
6060,2018-04-20,1127678,Gloucestershire,Glamorgan
6061,2018-04-20,1127679,Sussex,Leicestershire
6062,2018-04-20,1136577,Chennai Super Kings,Rajasthan Royals
6063,2018-04-20,1142208,Kuwait,Maldives
6064,2018-04-20,1142209,Bahrain,Saudi Arabia
6065,2018-04-20,1142210,Qatar,United Arab Emirates
6066,2018-04-19,1136576,Kings XI Punjab,Sunrisers Hyderabad
6067,2018-04-18,1136575,Rajasthan Royals,Kolkata Knight Riders
6068,2018-04-18,1143121,Ghana,Gambia
6069,2018-04-18,1143122,Nigeria,Sierra Leone
6070,2018-04-17,1136574,Mumbai Indians,Royal Challengers Bangalore
6071,2018-04-16,1136573,Kolkata Knight Riders,Delhi Daredevils
6072,2018-04-15,1136571,Royal Challengers Bangalore,Rajasthan Royals
6073,2018-04-15,1136572,Kings XI Punjab,Chennai Super Kings
6074,2018-04-15,1143118,Ghana,Sierra Leone
6075,2018-04-14,1136569,Mumbai Indians,Delhi Daredevils
6076,2018-04-14,1136570,Kolkata Knight Riders,Sunrisers Hyderabad
6077,2018-04-14,1143115,Nigeria,Sierra Leone
6078,2018-04-13,1127616,Hampshire,Worcestershire
6079,2018-04-13,1127618,Lancashire,Nottinghamshire
6080,2018-04-13,1127672,Kent,Gloucestershire
6081,2018-04-13,1127673,Warwickshire,Sussex
6082,2018-04-13,1127674,Middlesex,Northamptonshire
6083,2018-04-13,1136568,Royal Challengers Bangalore,Kings XI Punjab
6084,2018-04-12,1131778,England,India
6085,2018-04-12,1136567,Sunrisers Hyderabad,Mumbai Indians
6086,2018-04-11,1136566,Rajasthan Royals,Delhi Daredevils
6087,2018-04-10,1136565,Chennai Super Kings,Kolkata Knight Riders
6088,2018-04-09,1131777,India,England
6089,2018-04-09,1136564,Sunrisers Hyderabad,Rajasthan Royals
6090,2018-04-08,1136562,Kings XI Punjab,Delhi Daredevils
6091,2018-04-08,1136563,Kolkata Knight Riders,Royal Challengers Bangalore
6092,2018-04-07,1136561,Mumbai Indians,Chennai Super Kings
6093,2018-04-03,1140071,West Indies,Pakistan
6094,2018-04-02,1140070,Pakistan,West Indies
6095,2018-04-01,1140069,Pakistan,West Indies
6096,2018-03-31,1131241,Australia,England
6097,2018-03-30,1075985,South Africa,Australia
6098,2018-03-30,1115781,England,New Zealand
6099,2018-03-30,1138203,Pakistan,Sri Lanka
6100,2018-03-29,1131240,England,India
6101,2018-03-28,1131239,England,Australia
6102,2018-03-28,1138202,Sri Lanka,Pakistan
6103,2018-03-26,1131238,Australia,India
6104,2018-03-25,1128851,Islamabad United,Peshawar Zalmi
6105,2018-03-25,1131237,India,England
6106,2018-03-25,1133031,West Indies,Afghanistan
6107,2018-03-25,1138198,West Indies,New Zealand
6108,2018-03-24,1138201,Pakistan,Sri Lanka
6109,2018-03-23,1118894,Tasmania,Queensland
6110,2018-03-23,1131236,Australia,England
6111,2018-03-23,1133030,Ireland,Afghanistan
6112,2018-03-22,1075984,South Africa,Australia
6113,2018-03-22,1115780,England,New Zealand
6114,2018-03-22,1131235,India,Australia
6115,2018-03-22,1133029,United Arab Emirates,Zimbabwe
6116,2018-03-22,1138200,Pakistan,Sri Lanka
6117,2018-03-21,1128850,Karachi Kings,Peshawar Zalmi
6118,2018-03-21,1133028,West Indies,Scotland
6119,2018-03-20,1128849,Peshawar Zalmi,Quetta Gladiators
6120,2018-03-20,1133027,United Arab Emirates,Afghanistan
6121,2018-03-20,1138196,New Zealand,West Indies
6122,2018-03-19,1133026,Zimbabwe,West Indies
6123,2018-03-18,1128848,Islamabad United,Karachi Kings
6124,2018-03-18,1133025,Ireland,Scotland
6125,2018-03-18,1133823,Bangladesh,India
6126,2018-03-17,1133023,Papua New Guinea,Hong Kong
6127,2018-03-17,1133024,Netherlands,Nepal
6128,2018-03-16,1128846,Peshawar Zalmi,Lahore Qalandars
6129,2018-03-16,1128847,Islamabad United,Karachi Kings
6130,2018-03-16,1133022,Zimbabwe,Ireland
6131,2018-03-16,1133822,Sri Lanka,Bangladesh
6132,2018-03-16,1138195,New Zealand,West Indies
6133,2018-03-15,1128844,Peshawar Zalmi,Karachi Kings
6134,2018-03-15,1128845,Quetta Gladiators,Islamabad United
6135,2018-03-15,1131233,Australia,India
6136,2018-03-15,1133018,West Indies,Afghanistan
6137,2018-03-15,1133019,Scotland,United Arab Emirates
6138,2018-03-15,1133020,Papua New Guinea,Nepal
6139,2018-03-15,1133021,Netherlands,Hong Kong
6140,2018-03-14,1118893,Western Australia,South Australia
6141,2018-03-14,1128843,Quetta Gladiators,Lahore Qalandars
6142,2018-03-14,1133821,India,Bangladesh
6143,2018-03-14,1138194,New Zealand,West Indies
6144,2018-03-13,1128842,Multan Sultans,Islamabad United
6145,2018-03-12,1131232,India,Australia
6146,2018-03-12,1133014,West Indies,Netherlands
6147,2018-03-12,1133015,Ireland,United Arab Emirates
6148,2018-03-12,1133016,Hong Kong,Nepal
6149,2018-03-12,1133017,Zimbabwe,Scotland
6150,2018-03-12,1133820,Sri Lanka,India
6151,2018-03-11,1128841,Karachi Kings,Lahore Qalandars
6152,2018-03-11,1138193,New Zealand,West Indies
6153,2018-03-10,1115779,New Zealand,England
6154,2018-03-10,1128839,Multan Sultans,Karachi Kings
6155,2018-03-10,1128840,Peshawar Zalmi,Quetta Gladiators
6156,2018-03-10,1133010,West Indies,Ireland
6157,2018-03-10,1133011,Papua New Guinea,Netherlands
6158,2018-03-10,1133012,Zimbabwe,Hong Kong
6159,2018-03-10,1133013,Afghanistan,Nepal
6160,2018-03-10,1133819,Sri Lanka,Bangladesh
6161,2018-03-09,1075983,Australia,South Africa
6162,2018-03-09,1128837,Multan Sultans,Lahore Qalandars
6163,2018-03-09,1128838,Peshawar Zalmi,Islamabad United
6164,2018-03-08,1128835,Islamabad United,Lahore Qalandars
6165,2018-03-08,1128836,Karachi Kings,Quetta Gladiators
6166,2018-03-08,1133006,Netherlands,United Arab Emirates
6167,2018-03-08,1133007,Papua New Guinea,West Indies
6168,2018-03-08,1133008,Scotland,Nepal
6169,2018-03-08,1133009,Hong Kong,Afghanistan
6170,2018-03-08,1133818,Bangladesh,India
6171,2018-03-08,1138192,West Indies,New Zealand
6172,2018-03-07,1115778,England,New Zealand
6173,2018-03-07,1128834,Multan Sultans,Quetta Gladiators
6174,2018-03-06,1128833,Peshawar Zalmi,Multan Sultans
6175,2018-03-06,1133002,Papua New Guinea,Ireland
6176,2018-03-06,1133003,West Indies,United Arab Emirates
6177,2018-03-06,1133004,Zimbabwe,Afghanistan
6178,2018-03-06,1133005,Hong Kong,Scotland
6179,2018-03-06,1133817,India,Sri Lanka
6180,2018-03-04,1128832,Islamabad United,Karachi Kings
6181,2018-03-04,1132999,Ireland,Netherlands
6182,2018-03-04,1133000,Zimbabwe,Nepal
6183,2018-03-04,1133001,Afghanistan,Scotland
6184,2018-03-04,1134540,United Arab Emirates,Papua New Guinea
6185,2018-03-04,1138191,New Zealand,West Indies
6186,2018-03-03,1115777,England,New Zealand
6187,2018-03-03,1128830,Multan Sultans,Quetta Gladiators
6188,2018-03-03,1128831,Peshawar Zalmi,Lahore Qalandars
6189,2018-03-02,1128829,Lahore Qalandars,Islamabad United
6190,2018-03-01,1075982,Australia,South Africa
6191,2018-03-01,1128827,Quetta Gladiators,Peshawar Zalmi
6192,2018-02-28,1115776,New Zealand,England
6193,2018-02-28,1128826,Islamabad United,Quetta Gladiators
6194,2018-02-26,1128825,Karachi Kings,Lahore Qalandars
6195,2018-02-25,1115775,England,New Zealand
6196,2018-02-25,1118887,Queensland,South Australia
6197,2018-02-25,1128823,Multan Sultans,Islamabad United
6198,2018-02-25,1128824,Karachi Kings,Peshawar Zalmi
6199,2018-02-24,1118885,New South Wales,Tasmania
6200,2018-02-24,1122287,India,South Africa
6201,2018-02-24,1123210,India,South Africa
6202,2018-02-24,1128821,Islamabad United,Peshawar Zalmi
6203,2018-02-24,1128822,Quetta Gladiators,Lahore Qalandars
6204,2018-02-23,1128819,Karachi Kings,Quetta Gladiators
6205,2018-02-23,1128820,Multan Sultans,Lahore Qalandars
6206,2018-02-22,1128818,Peshawar Zalmi,Multan Sultans
6207,2018-02-21,1072322,New Zealand,Australia
6208,2018-02-21,1122286,India,South Africa
6209,2018-02-21,1123209,South Africa,India
6210,2018-02-19,1134037,Afghanistan,Zimbabwe
6211,2018-02-18,1072321,England,New Zealand
6212,2018-02-18,1122285,India,South Africa
6213,2018-02-18,1123208,India,South Africa
6214,2018-02-18,1130747,Sri Lanka,Bangladesh
6215,2018-02-16,1072320,New Zealand,Australia
6216,2018-02-16,1118882,Tasmania,Western Australia
6217,2018-02-16,1122284,South Africa,India
6218,2018-02-16,1123207,South Africa,India
6219,2018-02-16,1134036,Zimbabwe,Afghanistan
6220,2018-02-15,1130746,Bangladesh,Sri Lanka
6221,2018-02-15,1133944,Kenya,Oman
6222,2018-02-15,1133945,Canada,Namibia
6223,2018-02-15,1133946,United Arab Emirates,Nepal
6224,2018-02-14,1133941,Canada,Nepal
6225,2018-02-14,1133942,United Arab Emirates,Namibia
6226,2018-02-14,1133943,Kenya,Oman
6227,2018-02-13,1072319,New Zealand,England
6228,2018-02-13,1122283,India,South Africa
6229,2018-02-13,1123206,South Africa,India
6230,2018-02-13,1134035,Zimbabwe,Afghanistan
6231,2018-02-13,1136314,Kenya,Namibia
6232,2018-02-12,1133938,Kenya,Nepal
6233,2018-02-12,1133939,United Arab Emirates,Oman
6234,2018-02-12,1133940,Namibia,Canada
6235,2018-02-11,1133935,Oman,Namibia
6236,2018-02-11,1133936,Canada,Kenya
6237,2018-02-11,1133937,United Arab Emirates,Nepal
6238,2018-02-11,1134034,Zimbabwe,Afghanistan
6239,2018-02-10,1072318,England,Australia
6240,2018-02-10,1122282,India,South Africa
6241,2018-02-10,1123205,India,South Africa
6242,2018-02-09,1133932,Canada,United Arab Emirates
6243,2018-02-09,1133933,Nepal,Oman
6244,2018-02-09,1133934,Kenya,Namibia
6245,2018-02-09,1134033,Afghanistan,Zimbabwe
6246,2018-02-08,1118881,New South Wales,Western Australia
6247,2018-02-08,1130745,Sri Lanka,Bangladesh
6248,2018-02-08,1133929,United Arab Emirates,Kenya
6249,2018-02-08,1133931,Oman,Canada
6250,2018-02-07,1072317,England,Australia
6251,2018-02-07,1122281,India,South Africa
6252,2018-02-07,1123204,India,South Africa
6253,2018-02-06,1134032,Afghanistan,Zimbabwe
6254,2018-02-05,1134031,Zimbabwe,Afghanistan
6255,2018-02-04,1114898,Adelaide Strikers,Hobart Hurricanes
6256,2018-02-04,1118530,Perth Scorchers,Sydney Sixers
6257,2018-02-04,1122280,South Africa,India
6258,2018-02-03,1072316,New Zealand,Australia
6259,2018-02-02,1114897,Adelaide Strikers,Melbourne Renegades
6260,2018-02-02,1118529,Sydney Sixers,Adelaide Strikers
6261,2018-02-01,1114896,Perth Scorchers,Hobart Hurricanes
6262,2018-02-01,1118528,Perth Scorchers,Sydney Thunder
6263,2018-02-01,1122279,South Africa,India
6264,2018-01-31,1130744,Bangladesh,Sri Lanka
6265,2018-01-28,1072314,England,Australia
6266,2018-01-28,1115809,Pakistan,New Zealand
6267,2018-01-28,1118524,Hobart Hurricanes,Melbourne Stars
6268,2018-01-28,1118525,Melbourne Renegades,Perth Scorchers
6269,2018-01-28,1118526,Adelaide Strikers,Sydney Sixers
6270,2018-01-28,1118527,Sydney Thunder,Brisbane Heat
6271,2018-01-27,1114894,Melbourne Stars,Hobart Hurricanes
6272,2018-01-27,1114895,Brisbane Heat,Melbourne Renegades
6273,2018-01-27,1118520,Hobart Hurricanes,Melbourne Stars
6274,2018-01-27,1118521,Adelaide Strikers,Sydney Sixers
6275,2018-01-27,1118522,Perth Scorchers,Melbourne Renegades
6276,2018-01-27,1118523,Sydney Thunder,Brisbane Heat
6277,2018-01-27,1130743,Sri Lanka,Bangladesh
6278,2018-01-26,1072313,England,Australia
6279,2018-01-25,1114893,Perth Scorchers,Adelaide Strikers
6280,2018-01-25,1115808,Pakistan,New Zealand
6281,2018-01-25,1130742,Bangladesh,Sri Lanka
6282,2018-01-24,1114892,Sydney Thunder,Melbourne Renegades
6283,2018-01-24,1118519,Melbourne Renegades,Sydney Thunder
6284,2018-01-24,1122278,India,South Africa
6285,2018-01-23,1114891,Sydney Sixers,Melbourne Stars
6286,2018-01-23,1130741,Bangladesh,Zimbabwe
6287,2018-01-23,1131279,Scotland,United Arab Emirates
6288,2018-01-22,1114890,Melbourne Renegades,Adelaide Strikers
6289,2018-01-22,1115807,Pakistan,New Zealand
6290,2018-01-21,1072312,England,Australia
6291,2018-01-21,1118516,Hobart Hurricanes,Perth Scorchers
6292,2018-01-21,1118517,Melbourne Stars,Sydney Sixers
6293,2018-01-21,1130740,Zimbabwe,Sri Lanka
6294,2018-01-21,1131278,Scotland,United Arab Emirates
6295,2018-01-20,1114888,Melbourne Stars,Sydney Thunder
6296,2018-01-20,1114889,Perth Scorchers,Hobart Hurricanes
6297,2018-01-20,1132902,Central Districts,Northern Districts
6298,2018-01-19,1072311,Australia,England
6299,2018-01-19,1115806,New Zealand,Pakistan
6300,2018-01-19,1118512,Sydney Sixers,Brisbane Heat
6301,2018-01-19,1130739,Bangladesh,Sri Lanka
6302,2018-01-18,1114887,Sydney Sixers,Brisbane Heat
6303,2018-01-18,1131277,Ireland,Scotland
6304,2018-01-17,1114886,Adelaide Strikers,Hobart Hurricanes
6305,2018-01-17,1130738,Zimbabwe,Sri Lanka
6306,2018-01-17,1132901,Central Districts,Auckland
6307,2018-01-16,1114885,Melbourne Stars,Sydney Sixers
6308,2018-01-16,1115805,Pakistan,New Zealand
6309,2018-01-16,1131276,Scotland,Ireland
6310,2018-01-15,1114884,Hobart Hurricanes,Brisbane Heat
6311,2018-01-15,1118510,Hobart Hurricanes,Melbourne Renegades
6312,2018-01-15,1130737,Zimbabwe,Bangladesh
6313,2018-01-14,1072310,Australia,England
6314,2018-01-14,1118509,Adelaide Strikers,Perth Scorchers
6315,2018-01-14,1118561,Canterbury,Northern Districts
6316,2018-01-14,1118562,Central Districts,Wellington
6317,2018-01-14,1118563,Auckland,Otago
6318,2018-01-13,1114882,Adelaide Strikers,Perth Scorchers
6319,2018-01-13,1114883,Sydney Sixers,Sydney Thunder
6320,2018-01-13,1115804,New Zealand,Pakistan
6321,2018-01-13,1118505,Perth Scorchers,Adelaide Strikers
6322,2018-01-13,1118506,Sydney Sixers,Sydney Thunder
6323,2018-01-13,1118507,Brisbane Heat,Melbourne Stars
6324,2018-01-13,1122277,South Africa,India
6325,2018-01-13,1131275,Ireland,United Arab Emirates
6326,2018-01-12,1114881,Melbourne Renegades,Melbourne Stars
6327,2018-01-12,1118504,Melbourne Stars,Brisbane Heat
6328,2018-01-12,1118560,Central Districts,Wellington
6329,2018-01-11,1114880,Sydney Thunder,Perth Scorchers
6330,2018-01-11,1131274,United Arab Emirates,Ireland
6331,2018-01-10,1114879,Brisbane Heat,Hobart Hurricanes
6332,2018-01-10,1118559,Canterbury,Auckland
6333,2018-01-09,1114878,Adelaide Strikers,Melbourne Stars
6334,2018-01-09,1115803,Pakistan,New Zealand
6335,2018-01-09,1118503,Melbourne Stars,Adelaide Strikers
6336,2018-01-09,1118558,Central Districts,Otago
6337,2018-01-08,1114876,Hobart Hurricanes,Sydney Sixers
6338,2018-01-08,1114877,Perth Scorchers,Melbourne Renegades
6339,2018-01-08,1118501,Brisbane Heat,Hobart Hurricanes
6340,2018-01-08,1118502,Sydney Thunder,Perth Scorchers
6341,2018-01-07,1114875,Sydney Thunder,Adelaide Strikers
6342,2018-01-07,1118499,Hobart Hurricanes,Brisbane Heat
6343,2018-01-07,1118556,Auckland,Northern Districts
6344,2018-01-07,1118557,Canterbury,Wellington
6345,2018-01-06,1114874,Melbourne Stars,Melbourne Renegades
6346,2018-01-06,1115802,New Zealand,Pakistan
6347,2018-01-06,1118498,Melbourne Renegades,Melbourne Stars
6348,2018-01-06,1118555,Central Districts,Otago
6349,2018-01-05,1114873,Brisbane Heat,Perth Scorchers
6350,2018-01-05,1118497,Adelaide Strikers,Melbourne Stars
6351,2018-01-05,1122276,South Africa,India
6352,2018-01-04,1072309,England,Australia
6353,2018-01-04,1114872,Hobart Hurricanes,Adelaide Strikers
6354,2018-01-03,1114871,Melbourne Renegades,Sydney Sixers
6355,2018-01-03,1115800,New Zealand,West Indies
6356,2018-01-02,1114870,Melbourne Stars,Brisbane Heat
6357,2018-01-02,1118495,Sydney Sixers,Melbourne Renegades
6358,2018-01-02,1118552,Otago,Northern Districts
6359,2018-01-01,1114868,Sydney Thunder,Hobart Hurricanes
6360,2018-01-01,1114869,Perth Scorchers,Sydney Sixers
6361,2018-01-01,1115799,New Zealand,West Indies
6362,2018-01-01,1118551,Auckland,Canterbury
6363,2017-12-31,1114867,Adelaide Strikers,Brisbane Heat
6364,2017-12-31,1118493,Hobart Hurricanes,Sydney Thunder
