Team_1,Team_1_number,Team_2,Team_2_number,Winner_team,Winner_team_number,Margin,Ground,Ground_number,Match Date,Scorecard,Match_number,Match_Type
Strikers,509667.0,Scorchers,509670.0,Strikers,509667.0,15 runs,Adelaide,56293.0,"Dec 23, 2019",T20,1195582.0,BBL
Hurricanes,509669.0,Renegades,509671.0,Hurricanes,509669.0,7 wickets,Hobart,56407.0,"Dec 24, 2019",T20,1195583.0,BBL
Scorchers,509670.0,Sixers,509673.0,Sixers,509673.0,48 runs,Perth,1126475.0,"Dec 26, 2019",T20,1195584.0,BBL
Stars,509672.0,Strikers,509667.0,Strikers,509667.0,5 runs,Carrara,56383.0,"Dec 27, 2019",T20,1195585.0,BBL
Sixers,509673.0,Thunder,509674.0,tied,,,Sydney,56544.0,"Dec 28, 2019",T20,1195586.0,BBL
Renegades,509671.0,Strikers,509667.0,Strikers,509667.0,18 runs,Melbourne (Docklands),56450.0,"Dec 29, 2019",T20,1195587.0,BBL
Hurricanes,509669.0,Stars,509672.0,Stars,509672.0,4 runs,Launceston,805977.0,"Dec 30, 2019",T20,1195588.0,BBL
Strikers,509667.0,Thunder,509674.0,Thunder,509674.0,3 runs,Adelaide,56293.0,"Dec 31, 2019",T20,1195589.0,BBL
Heat,509668.0,Scorchers,509670.0,Scorchers,509670.0,40 runs,Carrara,56383.0,"Jan 1, 2020",T20,1195590.0,BBL
Thunder,509674.0,Stars,509672.0,Stars,509672.0,3 wickets,Sydney,756719.0,"Jan 2, 2020",T20,1195591.0,BBL
Renegades,509671.0,Sixers,509673.0,Sixers,509673.0,6 wickets,Melbourne (Docklands),56450.0,"Jan 2, 2020",T20,1195592.0,BBL
Hurricanes,509669.0,Heat,509668.0,Heat,509668.0,31 runs,Hobart,56407.0,"Jan 3, 2020",T20,1195593.0,BBL
Stars,509672.0,Renegades,509671.0,Stars,509672.0,8 wickets,Melbourne,56441.0,"Jan 4, 2020",T20,1195594.0,BBL
Sixers,509673.0,Strikers,509667.0,Sixers,509673.0,7 wickets,Coffs Harbour,56386.0,"Jan 5, 2020",T20,1195595.0,BBL
Scorchers,509670.0,Hurricanes,509669.0,Hurricanes,509669.0,8 runs,Perth,1126475.0,"Jan 5, 2020",T20,1195596.0,BBL
Thunder,509674.0,Heat,509668.0,Heat,509668.0,16 runs,Sydney,756719.0,"Jan 6, 2020",T20,1195597.0,BBL
Renegades,509671.0,Scorchers,509670.0,Scorchers,509670.0,6 wickets,Geelong,56402.0,"Jan 7, 2020",T20,1195598.0,BBL
Strikers,509667.0,Sixers,509673.0,Sixers,509673.0,2 wickets,Adelaide,56293.0,"Jan 8, 2020",T20,1195599.0,BBL
Stars,509672.0,Thunder,509674.0,Stars,509672.0,6 wickets,Melbourne,56441.0,"Jan 8, 2020",T20,1195600.0,BBL
Heat,509668.0,Hurricanes,509669.0,Heat,509668.0,5 wickets,Brisbane,56336.0,"Jan 9, 2020",T20,1195601.0,BBL
Renegades,509671.0,Stars,509672.0,Stars,509672.0,7 wickets,Melbourne (Docklands),56450.0,"Jan 10, 2020",T20,1195602.0,BBL
Thunder,509674.0,Hurricanes,509669.0,Thunder,509674.0,4 wickets,Sydney,756719.0,"Jan 11, 2020",T20,1195603.0,BBL
Scorchers,509670.0,Heat,509668.0,Scorchers,509670.0,34 runs,Perth,1126475.0,"Jan 11, 2020",T20,1195604.0,BBL
Strikers,509667.0,Renegades,509671.0,Strikers,509667.0,63 runs,Adelaide,56293.0,"Jan 12, 2020",T20,1195605.0,BBL
Stars,509672.0,Sixers,509673.0,Stars,509672.0,44 runs,Melbourne,56441.0,"Jan 12, 2020",T20,1195606.0,BBL
Hurricanes,509669.0,Scorchers,509670.0,Scorchers,509670.0,77 runs,Hobart,56407.0,"Jan 13, 2020",T20,1195607.0,BBL
Heat,509668.0,Strikers,509667.0,Heat,509668.0,7 wickets,Brisbane,56336.0,"Jan 14, 2020",T20,1195608.0,BBL
Thunder,509674.0,Renegades,509671.0,Renegades,509671.0,12 runs,Canberra,56370.0,"Jan 15, 2020",T20,1195609.0,BBL
Scorchers,509670.0,Stars,509672.0,Stars,509672.0,8 wickets,Perth,1126475.0,"Jan 15, 2020",T20,1195610.0,BBL
Sixers,509673.0,Hurricanes,509669.0,no result,,,Sydney,56544.0,"Jan 16, 2020",T20,1195611.0,BBL
Strikers,509667.0,Heat,509668.0,Strikers,509667.0,10 wickets,Adelaide,56293.0,"Jan 17, 2020",T20,1195612.0,BBL
Stars,509672.0,Scorchers,509670.0,Stars,509672.0,10 runs,Melbourne,56441.0,"Jan 18, 2020",T20,1195613.0,BBL
Thunder,509674.0,Sixers,509673.0,Thunder,509674.0,4 runs,Sydney,756719.0,"Jan 18, 2020",T20,1195614.0,BBL
Hurricanes,509669.0,Strikers,509667.0,Strikers,509667.0,10 runs,Launceston,805977.0,"Jan 19, 2020",T20,1195615.0,BBL
Heat,509668.0,Renegades,509671.0,Renegades,509671.0,44 runs,Brisbane,56336.0,"Jan 19, 2020",T20,1195616.0,BBL
Sixers,509673.0,Stars,509672.0,Sixers,509673.0,21 runs,Sydney,56544.0,"Jan 20, 2020",T20,1195617.0,BBL
Scorchers,509670.0,Thunder,509674.0,Scorchers,509670.0,8 wickets,Perth,1126475.0,"Jan 20, 2020",T20,1195618.0,BBL
Renegades,509671.0,Hurricanes,509669.0,Hurricanes,509669.0,4 runs,Melbourne (Docklands),56450.0,"Jan 21, 2020",T20,1195619.0,BBL
Strikers,509667.0,Stars,509672.0,Strikers,509667.0,11 runs,Adelaide,56293.0,"Jan 22, 2020",T20,1195620.0,BBL
Heat,509668.0,Sixers,509673.0,Sixers,509673.0,8 wickets,Brisbane,56336.0,"Jan 23, 2020",T20,1195621.0,BBL
Hurricanes,509669.0,Thunder,509674.0,Hurricanes,509669.0,57 runs,Hobart,56407.0,"Jan 24, 2020",T20,1195622.0,BBL
Scorchers,509670.0,Strikers,509667.0,Strikers,509667.0,16 runs,Perth,1126475.0,"Jan 24, 2020",T20,1195623.0,BBL
Sixers,509673.0,Renegades,509671.0,Sixers,509673.0,7 wickets,Sydney,56544.0,"Jan 25, 2020",T20,1195624.0,BBL
Stars,509672.0,Heat,509668.0,Heat,509668.0,71 runs,Melbourne,56441.0,"Jan 25, 2020",T20,1195625.0,BBL
Thunder,509674.0,Scorchers,509670.0,Thunder,509674.0,7 wickets,Sydney,756719.0,"Jan 26, 2020",T20,1195626.0,BBL
Strikers,509667.0,Hurricanes,509669.0,Hurricanes,509669.0,10 runs,Adelaide,56293.0,"Jan 26, 2020",T20,1195627.0,BBL
Renegades,509671.0,Heat,509668.0,Renegades,509671.0,7 wickets,Melbourne (Docklands),56450.0,"Jan 27, 2020",T20,1195628.0,BBL
Hurricanes,509669.0,Thunder,509674.0,Thunder,509674.0,57 runs,Hobart,56407.0,"Jan 30, 2020",T20,1195629.0,BBL
Stars,509672.0,Sixers,509673.0,Sixers,509673.0,43 runs,Melbourne,56441.0,"Jan 31, 2020",T20,1195630.0,BBL
Strikers,509667.0,Thunder,509674.0,Thunder,509674.0,8 runs,Adelaide,56293.0,"Feb 1, 2020",T20,1195631.0,BBL
Stars,509672.0,Thunder,509674.0,Stars,509672.0,28 runs,Melbourne,56441.0,"Feb 6, 2020",T20,1195632.0,BBL
Sixers,509673.0,Stars,509672.0,Sixers,509673.0,19 runs,Sydney,56544.0,"Feb 8, 2020",T20,1195633.0,BBL
Hurricanes,509669.0,Sixers,509673.0,Hurricanes,509669.0,16 runs,Hobart,56407.0,"Dec 10, 2020",T20,1226852.0,BBL
Stars,509672.0,Heat,509668.0,Stars,509672.0,6 wickets,Canberra,56370.0,"Dec 11, 2020",T20,1226872.0,BBL
Stars,509672.0,Thunder,509674.0,Stars,509672.0,22 runs,Canberra,56370.0,"Dec 12, 2020",T20,1226828.0,BBL
Renegades,509671.0,Scorchers,509670.0,Renegades,509671.0,7 wickets,Hobart,56407.0,"Dec 12, 2020",T20,1226841.0,BBL
Strikers,509667.0,Hurricanes,509669.0,Hurricanes,509669.0,11 runs,Hobart,56407.0,"Dec 13, 2020",T20,1226850.0,BBL
Sixers,509673.0,Renegades,509671.0,Sixers,509673.0,145 runs,Hobart,56407.0,"Dec 13, 2020",T20,1226837.0,BBL
Thunder,509674.0,Heat,509668.0,Thunder,509674.0,4 wickets,Canberra,56370.0,"Dec 14, 2020",T20,1226866.0,BBL
Hurricanes,509669.0,Strikers,509667.0,Strikers,509667.0,5 wickets,Launceston,805977.0,"Dec 15, 2020",T20,1226863.0,BBL
Scorchers,509670.0,Stars,509672.0,no result,,,Launceston,805977.0,"Dec 16, 2020",T20,1226867.0,BBL
Hurricanes,509669.0,Renegades,509671.0,Hurricanes,509669.0,6 wickets,Hobart,56407.0,"Dec 19, 2020",T20,1226830.0,BBL
Sixers,509673.0,Strikers,509667.0,Sixers,509673.0,38 runs,Hobart,56407.0,"Dec 20, 2020",T20,1226873.0,BBL
Thunder,509674.0,Scorchers,509670.0,Thunder,509674.0,7 wickets,Canberra,56370.0,"Dec 22, 2020",T20,1226831.0,BBL
Heat,509668.0,Strikers,509667.0,Strikers,509667.0,2 runs,Brisbane,56336.0,"Dec 23, 2020",T20,1226881.0,BBL
Thunder,509674.0,Renegades,509671.0,Thunder,509674.0,129 runs,Canberra,56370.0,"Dec 26, 2020",T20,1226874.0,BBL
Sixers,509673.0,Stars,509672.0,Sixers,509673.0,1 wicket,Carrara,56383.0,"Dec 26, 2020",T20,1226846.0,BBL
Heat,509668.0,Hurricanes,509669.0,Heat,509668.0,4 wickets,Brisbane,56336.0,"Dec 27, 2020",T20,1226868.0,BBL
Scorchers,509670.0,Strikers,509667.0,Strikers,509667.0,71 runs,Adelaide,56293.0,"Dec 28, 2020",T20,1226845.0,BBL
Renegades,509671.0,Sixers,509673.0,Sixers,509673.0,2 wickets,Carrara,56383.0,"Dec 29, 2020",T20,1226877.0,BBL
Thunder,509674.0,Stars,509672.0,Thunder,509674.0,75 runs,Canberra,56370.0,"Dec 29, 2020",T20,1226854.0,BBL
Hurricanes,509669.0,Heat,509668.0,Hurricanes,509669.0,1 run,Brisbane,56336.0,"Dec 30, 2020",T20,1226875.0,BBL
Strikers,509667.0,Scorchers,509670.0,Scorchers,509670.0,7 wickets,Adelaide,56293.0,"Dec 31, 2020",T20,1226870.0,BBL
Renegades,509671.0,Thunder,509674.0,Thunder,509674.0,7 runs,Carrara,56383.0,"Jan 1, 2021",T20,1226856.0,BBL
Hurricanes,509669.0,Stars,509672.0,Hurricanes,509669.0,21 runs,Hobart,56407.0,"Jan 2, 2021",T20,1226844.0,BBL
Heat,509668.0,Sixers,509673.0,Heat,509668.0,4 wickets,Brisbane,56336.0,"Jan 2, 2021",T20,1226832.0,BBL
Scorchers,509670.0,Renegades,509671.0,Scorchers,509670.0,96 runs,Perth,1126475.0,"Jan 3, 2021",T20,1226853.0,BBL
Strikers,509667.0,Sixers,509673.0,Sixers,509673.0,7 wickets,Carrara,56383.0,"Jan 3, 2021",T20,1226842.0,BBL
Stars,509672.0,Hurricanes,509669.0,Stars,509672.0,10 runs,Hobart,56407.0,"Jan 4, 2021",T20,1226879.0,BBL
Heat,509668.0,Thunder,509674.0,Heat,509668.0,5 wickets,Brisbane,56336.0,"Jan 4, 2021",T20,1226851.0,BBL
Renegades,509671.0,Strikers,509667.0,Strikers,509667.0,60 runs,Adelaide,56293.0,"Jan 5, 2021",T20,1226833.0,BBL
Scorchers,509670.0,Sixers,509673.0,Scorchers,509670.0,86 runs,Perth,1126475.0,"Jan 6, 2021",T20,1226829.0,BBL
Hurricanes,509669.0,Thunder,509674.0,Thunder,509674.0,39 runs,Perth,1126475.0,"Jan 7, 2021",T20,1226871.0,BBL
Heat,509668.0,Stars,509672.0,Heat,509668.0,18 runs,Carrara,56383.0,"Jan 7, 2021",T20,1226835.0,BBL
Strikers,509667.0,Renegades,509671.0,Renegades,509671.0,6 wickets,Adelaide,56293.0,"Jan 8, 2021",T20,1226826.0,BBL
Scorchers,509670.0,Thunder,509674.0,Scorchers,509670.0,17 runs,Perth,1126475.0,"Jan 9, 2021",T20,1226878.0,BBL
Sixers,509673.0,Heat,509668.0,Sixers,509673.0,3 wickets,Carrara,56383.0,"Jan 10, 2021",T20,1226855.0,BBL
Strikers,509667.0,Stars,509672.0,Strikers,509667.0,5 wickets,Adelaide,56293.0,"Jan 11, 2021",T20,1226876.0,BBL
Scorchers,509670.0,Hurricanes,509669.0,Scorchers,509670.0,9 wickets,Perth,1126475.0,"Jan 12, 2021",T20,1226857.0,BBL
Thunder,509674.0,Sixers,509673.0,Sixers,509673.0,5 wickets,Canberra,56370.0,"Jan 13, 2021",T20,1226861.0,BBL
Heat,509668.0,Renegades,509671.0,Heat,509668.0,5 wickets,Canberra,56370.0,"Jan 14, 2021",T20,1226843.0,BBL
Stars,509672.0,Strikers,509667.0,Stars,509672.0,111 runs,Melbourne,56441.0,"Jan 15, 2021",T20,1226839.0,BBL
Sixers,509673.0,Scorchers,509670.0,Sixers,509673.0,7 wickets,Canberra,56370.0,"Jan 16, 2021",T20,1226865.0,BBL
Stars,509672.0,Renegades,509671.0,Stars,509672.0,6 wickets,Melbourne,56441.0,"Jan 17, 2021",T20,1226864.0,BBL
Thunder,509674.0,Hurricanes,509669.0,Hurricanes,509669.0,6 wickets,Canberra,56370.0,"Jan 18, 2021",T20,1226840.0,BBL
Scorchers,509670.0,Heat,509668.0,Scorchers,509670.0,59 runs,Melbourne (Docklands),56450.0,"Jan 19, 2021",T20,1226838.0,BBL
Renegades,509671.0,Stars,509672.0,Renegades,509671.0,5 wickets,Melbourne (Docklands),56450.0,"Jan 20, 2021",T20,1226869.0,BBL
Strikers,509667.0,Heat,509668.0,Strikers,509667.0,82 runs,Adelaide,56293.0,"Jan 21, 2021",T20,1226859.0,BBL
Hurricanes,509669.0,Scorchers,509670.0,Scorchers,509670.0,22 runs,Melbourne (Docklands),56450.0,"Jan 22, 2021",T20,1226834.0,BBL
Sixers,509673.0,Thunder,509674.0,Thunder,509674.0,46 runs,Adelaide,56293.0,"Jan 22, 2021",T20,1226880.0,BBL
Renegades,509671.0,Heat,509668.0,Heat,509668.0,26 runs,Melbourne (Docklands),56450.0,"Jan 23, 2021",T20,1226848.0,BBL
Stars,509672.0,Scorchers,509670.0,Scorchers,509670.0,11 runs,Melbourne,56441.0,"Jan 23, 2021",T20,1226849.0,BBL
Thunder,509674.0,Strikers,509667.0,Strikers,509667.0,6 runs,Adelaide,56293.0,"Jan 24, 2021",T20,1226847.0,BBL
Sixers,509673.0,Hurricanes,509669.0,Hurricanes,509669.0,7 runs,Melbourne,56441.0,"Jan 24, 2021",T20,1226827.0,BBL
Strikers,509667.0,Thunder,509674.0,Thunder,509674.0,9 wickets,Adelaide,56293.0,"Jan 25, 2021",T20,1226836.0,BBL
Heat,509668.0,Scorchers,509670.0,Heat,509668.0,6 runs,Adelaide,56293.0,"Jan 26, 2021",T20,1226862.0,BBL
Renegades,509671.0,Hurricanes,509669.0,Renegades,509671.0,11 runs,Melbourne,56441.0,"Jan 26, 2021",T20,1226860.0,BBL
Stars,509672.0,Sixers,509673.0,Sixers,509673.0,5 wickets,Melbourne,56441.0,"Jan 26, 2021",T20,1226858.0,BBL
Heat,509668.0,Strikers,509667.0,Heat,509668.0,6 wickets,Brisbane,56336.0,"Jan 29, 2021",T20,1226883.0,BBL
Scorchers,509670.0,Sixers,509673.0,Sixers,509673.0,9 wickets,Canberra,56370.0,"Jan 30, 2021",T20,1226884.0,BBL
Heat,509668.0,Thunder,509674.0,Heat,509668.0,7 wickets,Canberra,56370.0,"Jan 31, 2021",T20,1226885.0,BBL
Heat,509668.0,Scorchers,509670.0,Scorchers,509670.0,49 runs,Canberra,56370.0,"Feb 4, 2021",T20,1226886.0,BBL
Sixers,509673.0,Scorchers,509670.0,Sixers,509673.0,27 runs,Sydney,56544.0,"Feb 6, 2021",T20,1226882.0,BBL
United,953843.0,Zalmi,953833.0,United,953843.0,7 wickets,Dubai (DSC),392627.0,"Feb 9, 2017",T20,1075986.0,PSL
Qalandars,953847.0,Gladiators,953845.0,Gladiators,953845.0,8 runs,Dubai (DSC),392627.0,"Feb 10, 2017",T20,1075987.0,PSL
Kings,953835.0,Zalmi,953833.0,Zalmi,953833.0,7 wickets,Dubai (DSC),392627.0,"Feb 10, 2017",T20,1075988.0,PSL
United,953843.0,Qalandars,953847.0,Qalandars,953847.0,6 wickets,Dubai (DSC),392627.0,"Feb 11, 2017",T20,1075989.0,PSL
Kings,953835.0,Gladiators,953845.0,Gladiators,953845.0,7 wickets,Dubai (DSC),392627.0,"Feb 11, 2017",T20,1075990.0,PSL
Qalandars,953847.0,Zalmi,953833.0,Zalmi,953833.0,3 wickets,Dubai (DSC),392627.0,"Feb 12, 2017",T20,1075991.0,PSL
United,953843.0,Gladiators,953845.0,United,953843.0,5 wickets,Sharjah,59392.0,"Feb 15, 2017",T20,1075992.0,PSL
Kings,953835.0,Qalandars,953847.0,Qalandars,953847.0,7 runs,Sharjah,59392.0,"Feb 16, 2017",T20,1075993.0,PSL
Zalmi,953833.0,Gladiators,953845.0,no result,,,Sharjah,59392.0,"Feb 17, 2017",T20,1075994.0,PSL
United,953843.0,Kings,953835.0,Kings,953835.0,8 runs,Sharjah,59392.0,"Feb 17, 2017",T20,1075995.0,PSL
Qalandars,953847.0,Gladiators,953845.0,Gladiators,953845.0,5 wickets,Sharjah,59392.0,"Feb 18, 2017",T20,1075996.0,PSL
United,953843.0,Zalmi,953833.0,United,953843.0,5 wickets,Sharjah,59392.0,"Feb 18, 2017",T20,1075997.0,PSL
Kings,953835.0,Zalmi,953833.0,Kings,953835.0,9 runs,Sharjah,59392.0,"Feb 19, 2017",T20,1075998.0,PSL
United,953843.0,Qalandars,953847.0,Qalandars,953847.0,1 wicket,Sharjah,59392.0,"Feb 20, 2017",T20,1075999.0,PSL
Kings,953835.0,Gladiators,953845.0,Gladiators,953845.0,6 wickets,Dubai (DSC),392627.0,"Feb 23, 2017",T20,1076000.0,PSL
Qalandars,953847.0,Zalmi,953833.0,Zalmi,953833.0,17 runs,Dubai (DSC),392627.0,"Feb 24, 2017",T20,1076001.0,PSL
United,953843.0,Gladiators,953845.0,United,953843.0,1 run,Dubai (DSC),392627.0,"Feb 24, 2017",T20,1076002.0,PSL
Kings,953835.0,Qalandars,953847.0,Kings,953835.0,5 wickets,Dubai (DSC),392627.0,"Feb 25, 2017",T20,1076003.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Zalmi,953833.0,2 wickets,Dubai (DSC),392627.0,"Feb 25, 2017",T20,1076004.0,PSL
United,953843.0,Kings,953835.0,Kings,953835.0,6 wickets,Dubai (DSC),392627.0,"Feb 26, 2017",T20,1076005.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Gladiators,953845.0,1 run,Sharjah,59392.0,"Feb 28, 2017",T20,1076006.0,PSL
United,953843.0,Kings,953835.0,Kings,953835.0,44 runs,Sharjah,59392.0,"Mar 1, 2017",T20,1076007.0,PSL
Kings,953835.0,Zalmi,953833.0,Zalmi,953833.0,24 runs,Dubai (DSC),392627.0,"Mar 3, 2017",T20,1076008.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Zalmi,953833.0,58 runs,Lahore,58967.0,"Mar 5, 2017",T20,1076009.0,PSL
Zalmi,953833.0,Sultans,1117814.0,Sultans,1117814.0,7 wickets,Dubai (DSC),392627.0,"Feb 22, 2018",T20,1128818.0,PSL
Kings,953835.0,Gladiators,953845.0,Kings,953835.0,19 runs,Dubai (DSC),392627.0,"Feb 23, 2018",T20,1128819.0,PSL
Sultans,1117814.0,Qalandars,953847.0,Sultans,1117814.0,43 runs,Dubai (DSC),392627.0,"Feb 23, 2018",T20,1128820.0,PSL
United,953843.0,Zalmi,953833.0,Zalmi,953833.0,34 runs,Dubai (DSC),392627.0,"Feb 24, 2018",T20,1128821.0,PSL
Gladiators,953845.0,Qalandars,953847.0,Gladiators,953845.0,9 wickets,Dubai (DSC),392627.0,"Feb 24, 2018",T20,1128822.0,PSL
Sultans,1117814.0,United,953843.0,United,953843.0,5 wickets,Dubai (DSC),392627.0,"Feb 25, 2018",T20,1128823.0,PSL
Kings,953835.0,Zalmi,953833.0,Kings,953835.0,5 wickets,Dubai (DSC),392627.0,"Feb 25, 2018",T20,1128824.0,PSL
Kings,953835.0,Qalandars,953847.0,Kings,953835.0,27 runs,Dubai (DSC),392627.0,"Feb 26, 2018",T20,1128825.0,PSL
United,953843.0,Gladiators,953845.0,Gladiators,953845.0,6 wickets,Sharjah,59392.0,"Feb 28, 2018",T20,1128826.0,PSL
Gladiators,953845.0,Zalmi,953833.0,Zalmi,953833.0,5 wickets,Sharjah,59392.0,"Mar 1, 2018",T20,1128827.0,PSL
Sultans,1117814.0,Kings,953835.0,no result,,,Sharjah,59392.0,"Mar 2, 2018",T20,1128828.0,PSL
Qalandars,953847.0,United,953843.0,tied,,,Sharjah,59392.0,"Mar 2, 2018",T20,1128829.0,PSL
Sultans,1117814.0,Gladiators,953845.0,Sultans,1117814.0,9 wickets,Sharjah,59392.0,"Mar 3, 2018",T20,1128830.0,PSL
Zalmi,953833.0,Qalandars,953847.0,Zalmi,953833.0,10 wickets,Sharjah,59392.0,"Mar 3, 2018",T20,1128831.0,PSL
United,953843.0,Kings,953835.0,United,953843.0,8 wickets,Sharjah,59392.0,"Mar 4, 2018",T20,1128832.0,PSL
Zalmi,953833.0,Sultans,1117814.0,Sultans,1117814.0,19 runs,Dubai (DSC),392627.0,"Mar 6, 2018",T20,1128833.0,PSL
Sultans,1117814.0,Gladiators,953845.0,Gladiators,953845.0,2 wickets,Dubai (DSC),392627.0,"Mar 7, 2018",T20,1128834.0,PSL
United,953843.0,Qalandars,953847.0,United,953843.0,6 wickets,Dubai (DSC),392627.0,"Mar 8, 2018",T20,1128835.0,PSL
Kings,953835.0,Gladiators,953845.0,Gladiators,953845.0,67 runs,Dubai (DSC),392627.0,"Mar 8, 2018",T20,1128836.0,PSL
Sultans,1117814.0,Qalandars,953847.0,Qalandars,953847.0,6 wickets,Dubai (DSC),392627.0,"Mar 9, 2018",T20,1128837.0,PSL
Zalmi,953833.0,United,953843.0,United,953843.0,26 runs,Dubai (DSC),392627.0,"Mar 9, 2018",T20,1128838.0,PSL
Sultans,1117814.0,Kings,953835.0,Kings,953835.0,63 runs,Dubai (DSC),392627.0,"Mar 10, 2018",T20,1128839.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Gladiators,953845.0,6 wickets,Dubai (DSC),392627.0,"Mar 10, 2018",T20,1128840.0,PSL
Kings,953835.0,Qalandars,953847.0,tied,,,Dubai (DSC),392627.0,"Mar 11, 2018",T20,1128841.0,PSL
Sultans,1117814.0,United,953843.0,United,953843.0,33 runs,Sharjah,59392.0,"Mar 13, 2018",T20,1128842.0,PSL
Gladiators,953845.0,Qalandars,953847.0,Qalandars,953847.0,17 runs,Sharjah,59392.0,"Mar 14, 2018",T20,1128843.0,PSL
Zalmi,953833.0,Kings,953835.0,Zalmi,953833.0,44 runs,Sharjah,59392.0,"Mar 15, 2018",T20,1128844.0,PSL
Gladiators,953845.0,United,953843.0,United,953843.0,6 wickets,Sharjah,59392.0,"Mar 15, 2018",T20,1128845.0,PSL
Zalmi,953833.0,Qalandars,953847.0,Zalmi,953833.0,7 wickets,Sharjah,59392.0,"Mar 16, 2018",T20,1128846.0,PSL
United,953843.0,Kings,953835.0,Kings,953835.0,7 wickets,Sharjah,59392.0,"Mar 16, 2018",T20,1128847.0,PSL
United,953843.0,Kings,953835.0,United,953843.0,8 wickets,Dubai (DSC),392627.0,"Mar 18, 2018",T20,1128848.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Zalmi,953833.0,1 run,Lahore,58967.0,"Mar 20, 2018",T20,1128849.0,PSL
Kings,953835.0,Zalmi,953833.0,Zalmi,953833.0,13 runs,Lahore,58967.0,"Mar 21, 2018",T20,1128850.0,PSL
United,953843.0,Zalmi,953833.0,United,953843.0,3 wickets,Karachi,58956.0,"Mar 25, 2018",T20,1128851.0,PSL
United,953843.0,Qalandars,953847.0,United,953843.0,5 wickets,Dubai (DSC),392627.0,"Feb 14, 2019",T20,1168820.0,PSL
Kings,953835.0,Sultans,1117814.0,Kings,953835.0,7 runs,Dubai (DSC),392627.0,"Feb 15, 2019",T20,1168821.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Gladiators,953845.0,6 wickets,Dubai (DSC),392627.0,"Feb 15, 2019",T20,1168822.0,PSL
United,953843.0,Sultans,1117814.0,Sultans,1117814.0,5 wickets,Dubai (DSC),392627.0,"Feb 16, 2019",T20,1168823.0,PSL
Kings,953835.0,Qalandars,953847.0,Qalandars,953847.0,22 runs,Dubai (DSC),392627.0,"Feb 16, 2019",T20,1168824.0,PSL
United,953843.0,Gladiators,953845.0,Gladiators,953845.0,7 wickets,Dubai (DSC),392627.0,"Feb 17, 2019",T20,1168825.0,PSL
Qalandars,953847.0,Zalmi,953833.0,Zalmi,953833.0,7 wickets,Dubai (DSC),392627.0,"Feb 17, 2019",T20,1168826.0,PSL
Sultans,1117814.0,Gladiators,953845.0,Gladiators,953845.0,8 wickets,Sharjah,59392.0,"Feb 20, 2019",T20,1168827.0,PSL
Kings,953835.0,Zalmi,953833.0,Zalmi,953833.0,44 runs,Sharjah,59392.0,"Feb 21, 2019",T20,1168828.0,PSL
Qalandars,953847.0,Sultans,1117814.0,Qalandars,953847.0,6 wickets,Sharjah,59392.0,"Feb 22, 2019",T20,1168829.0,PSL
United,953843.0,Zalmi,953833.0,United,953843.0,12 runs,Sharjah,59392.0,"Feb 22, 2019",T20,1168830.0,PSL
Qalandars,953847.0,Gladiators,953845.0,Gladiators,953845.0,3 wickets,Sharjah,59392.0,"Feb 23, 2019",T20,1168831.0,PSL
United,953843.0,Kings,953835.0,United,953843.0,7 wickets,Sharjah,59392.0,"Feb 23, 2019",T20,1168832.0,PSL
Sultans,1117814.0,Zalmi,953833.0,Zalmi,953833.0,5 wickets,Sharjah,59392.0,"Feb 24, 2019",T20,1168833.0,PSL
Kings,953835.0,Gladiators,953845.0,Kings,953835.0,6 wickets,Sharjah,59392.0,"Feb 24, 2019",T20,1168834.0,PSL
United,953843.0,Sultans,1117814.0,Sultans,1117814.0,6 wickets,Dubai (DSC),392627.0,"Feb 26, 2019",T20,1168835.0,PSL
Qalandars,953847.0,Gladiators,953845.0,Qalandars,953847.0,8 wickets,Dubai (DSC),392627.0,"Feb 27, 2019",T20,1168836.0,PSL
United,953843.0,Kings,953835.0,United,953843.0,5 wickets,Dubai (DSC),392627.0,"Feb 27, 2019",T20,1168837.0,PSL
Sultans,1117814.0,Zalmi,953833.0,Zalmi,953833.0,7 wickets,Dubai (DSC),392627.0,"Feb 28, 2019",T20,1168838.0,PSL
Kings,953835.0,Qalandars,953847.0,Kings,953835.0,5 wickets,Dubai (DSC),392627.0,"Feb 28, 2019",T20,1168839.0,PSL
United,953843.0,Zalmi,953833.0,Zalmi,953833.0,4 wickets,Dubai (DSC),392627.0,"Mar 1, 2019",T20,1168840.0,PSL
Sultans,1117814.0,Gladiators,953845.0,Gladiators,953845.0,6 wickets,Dubai (DSC),392627.0,"Mar 1, 2019",T20,1168841.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Gladiators,953845.0,8 wickets,Abu Dhabi,59396.0,"Mar 4, 2019",T20,1168842.0,PSL
Kings,953835.0,Sultans,1117814.0,Kings,953835.0,5 wickets,Abu Dhabi,59396.0,"Mar 4, 2019",T20,1168843.0,PSL
Qalandars,953847.0,Zalmi,953833.0,Zalmi,953833.0,4 wickets,Abu Dhabi,59396.0,"Mar 5, 2019",T20,1168844.0,PSL
